year_of_manufacture,vehicle_type,motive_power,no_vehicles,Year,File
1913,Passenger vehicles,Dual fuel,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1914,Passenger vehicles,Dual fuel,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1915,Passenger vehicles,Dual fuel,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1916,Passenger vehicles,Dual fuel,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1917,Passenger vehicles,Dual fuel,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1918,Passenger vehicles,Dual fuel,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1919,Passenger vehicles,Dual fuel,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1920,Passenger vehicles,Dual fuel,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1921,Passenger vehicles,Dual fuel,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1922,Passenger vehicles,Dual fuel,3,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1923,Passenger vehicles,Dual fuel,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1924,Passenger vehicles,Dual fuel,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1925,Passenger vehicles,Dual fuel,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1926,Passenger vehicles,Dual fuel,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1927,Passenger vehicles,Dual fuel,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1928,Passenger vehicles,Dual fuel,6,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1929,Passenger vehicles,Dual fuel,4,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1930,Passenger vehicles,Dual fuel,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1931,Passenger vehicles,Dual fuel,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1932,Passenger vehicles,Dual fuel,3,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1933,Passenger vehicles,Dual fuel,4,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1934,Passenger vehicles,Dual fuel,5,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1935,Passenger vehicles,Dual fuel,5,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1936,Passenger vehicles,Dual fuel,3,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1937,Passenger vehicles,Dual fuel,4,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1938,Passenger vehicles,Dual fuel,3,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1939,Passenger vehicles,Dual fuel,3,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1940,Passenger vehicles,Dual fuel,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1941,Passenger vehicles,Dual fuel,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1942,Passenger vehicles,Dual fuel,3,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1943,Passenger vehicles,Dual fuel,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1944,Passenger vehicles,Dual fuel,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1945,Passenger vehicles,Dual fuel,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1946,Passenger vehicles,Dual fuel,7,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1947,Passenger vehicles,Dual fuel,5,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1948,Passenger vehicles,Dual fuel,3,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1949,Passenger vehicles,Dual fuel,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1950,Passenger vehicles,Dual fuel,3,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1951,Passenger vehicles,Dual fuel,5,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1952,Passenger vehicles,Dual fuel,6,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1953,Passenger vehicles,Dual fuel,3,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1954,Passenger vehicles,Dual fuel,10,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1955,Passenger vehicles,Dual fuel,13,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1956,Passenger vehicles,Dual fuel,17,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1957,Passenger vehicles,Dual fuel,26,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1958,Passenger vehicles,Dual fuel,9,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1959,Passenger vehicles,Dual fuel,15,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1960,Passenger vehicles,Dual fuel,16,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1961,Passenger vehicles,Dual fuel,13,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1962,Passenger vehicles,Dual fuel,37,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1963,Passenger vehicles,Dual fuel,43,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1964,Passenger vehicles,Dual fuel,63,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1965,Passenger vehicles,Dual fuel,87,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1966,Passenger vehicles,Dual fuel,76,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1967,Passenger vehicles,Dual fuel,94,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1968,Passenger vehicles,Dual fuel,85,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1969,Passenger vehicles,Dual fuel,95,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1970,Passenger vehicles,Dual fuel,171,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1971,Passenger vehicles,Dual fuel,198,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1972,Passenger vehicles,Dual fuel,99,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1973,Passenger vehicles,Dual fuel,127,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1974,Passenger vehicles,Dual fuel,153,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1975,Passenger vehicles,Dual fuel,169,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1976,Passenger vehicles,Dual fuel,154,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1977,Passenger vehicles,Dual fuel,264,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1978,Passenger vehicles,Dual fuel,291,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1979,Passenger vehicles,Dual fuel,203,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1980,Passenger vehicles,Dual fuel,121,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1981,Passenger vehicles,Dual fuel,178,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1982,Passenger vehicles,Dual fuel,223,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1983,Passenger vehicles,Dual fuel,228,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1984,Passenger vehicles,Dual fuel,362,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1985,Passenger vehicles,Dual fuel,369,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1986,Passenger vehicles,Dual fuel,249,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1987,Passenger vehicles,Dual fuel,204,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1988,Passenger vehicles,Dual fuel,468,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1989,Passenger vehicles,Dual fuel,805,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1990,Passenger vehicles,Dual fuel,962,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1991,Passenger vehicles,Dual fuel,872,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1992,Passenger vehicles,Dual fuel,1309,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1993,Passenger vehicles,Dual fuel,2069,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1994,Passenger vehicles,Dual fuel,2339,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1995,Passenger vehicles,Dual fuel,2302,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1996,Passenger vehicles,Dual fuel,2586,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1997,Passenger vehicles,Dual fuel,3370,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1998,Passenger vehicles,Dual fuel,5618,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1999,Passenger vehicles,Dual fuel,6623,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2000,Passenger vehicles,Dual fuel,6103,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2001,Passenger vehicles,Dual fuel,5410,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2002,Passenger vehicles,Dual fuel,6624,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2003,Passenger vehicles,Dual fuel,8904,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2004,Passenger vehicles,Dual fuel,7827,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2005,Passenger vehicles,Dual fuel,6181,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2006,Passenger vehicles,Dual fuel,4371,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2007,Passenger vehicles,Dual fuel,4057,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2008,Passenger vehicles,Dual fuel,3643,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2009,Passenger vehicles,Dual fuel,3147,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2010,Passenger vehicles,Dual fuel,2388,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2011,Passenger vehicles,Dual fuel,1466,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2012,Passenger vehicles,Dual fuel,741,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2013,Passenger vehicles,Dual fuel,633,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2014,Passenger vehicles,Dual fuel,472,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2015,Passenger vehicles,Dual fuel,466,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2016,Passenger vehicles,Dual fuel,360,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2017,Passenger vehicles,Dual fuel,132,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2018,Passenger vehicles,Dual fuel,238,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2019,Passenger vehicles,Dual fuel,594,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2020,Passenger vehicles,Dual fuel,415,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2021,Passenger vehicles,Dual fuel,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
Not stated,Passenger vehicles,Dual fuel,21,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1901,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1902,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1903,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1904,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1905,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1906,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1907,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1908,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1909,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1910,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1911,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1912,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1913,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1914,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1915,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1916,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1917,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1918,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1919,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1920,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1921,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1922,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1923,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1924,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1925,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1926,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1927,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1928,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1929,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1930,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1931,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1932,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1933,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1934,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1935,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1936,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1937,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1938,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1939,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1940,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1941,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1942,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1943,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1944,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1945,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1946,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1947,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1948,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1949,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1950,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1951,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1952,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1953,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1954,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1955,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1956,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1957,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1958,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1959,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1960,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1961,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1962,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1963,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1964,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1965,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1966,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1967,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1968,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1969,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1970,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1971,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1972,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1973,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1974,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1975,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1976,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1977,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1978,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1979,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1980,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1981,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1982,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1983,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1984,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1985,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1986,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1987,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1988,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1989,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1990,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1991,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1992,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1993,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1994,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1995,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1996,Passenger vehicles,Hybrid electric,3,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1997,Passenger vehicles,Hybrid electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1998,Passenger vehicles,Hybrid electric,6,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1999,Passenger vehicles,Hybrid electric,13,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2000,Passenger vehicles,Hybrid electric,11,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2001,Passenger vehicles,Hybrid electric,80,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2002,Passenger vehicles,Hybrid electric,82,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2003,Passenger vehicles,Hybrid electric,171,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2004,Passenger vehicles,Hybrid electric,935,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2005,Passenger vehicles,Hybrid electric,1209,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2006,Passenger vehicles,Hybrid electric,2899,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2007,Passenger vehicles,Hybrid electric,4119,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2008,Passenger vehicles,Hybrid electric,4321,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2009,Passenger vehicles,Hybrid electric,3633,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2010,Passenger vehicles,Hybrid electric,7812,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2011,Passenger vehicles,Hybrid electric,7907,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2012,Passenger vehicles,Hybrid electric,11767,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2013,Passenger vehicles,Hybrid electric,11746,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2014,Passenger vehicles,Hybrid electric,12097,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2015,Passenger vehicles,Hybrid electric,11900,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2016,Passenger vehicles,Hybrid electric,12123,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2017,Passenger vehicles,Hybrid electric,11621,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2018,Passenger vehicles,Hybrid electric,15078,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2019,Passenger vehicles,Hybrid electric,28878,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2020,Passenger vehicles,Hybrid electric,54919,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
2021,Passenger vehicles,Hybrid electric,1174,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
Not stated,Passenger vehicles,Hybrid electric,3,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1901,Passenger vehicles,Battery/Fuel-cell electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1902,Passenger vehicles,Battery/Fuel-cell electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1903,Passenger vehicles,Battery/Fuel-cell electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1904,Passenger vehicles,Battery/Fuel-cell electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1905,Passenger vehicles,Battery/Fuel-cell electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1906,Passenger vehicles,Battery/Fuel-cell electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1907,Passenger vehicles,Battery/Fuel-cell electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1908,Passenger vehicles,Battery/Fuel-cell electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1909,Passenger vehicles,Battery/Fuel-cell electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1910,Passenger vehicles,Battery/Fuel-cell electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1911,Passenger vehicles,Battery/Fuel-cell electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
1912,Passenger vehicles,Battery/Fuel-cell electric,0,2021,rva-2021-mvs-vehtype-mtvpwr-yom-rpc.csv
