year_of_manufacture,vehicle_type,motive_power,no_vehicles,Year,File
2007,Campervans,Battery/Fuel-cell electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2008,Campervans,Battery/Fuel-cell electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2009,Campervans,Battery/Fuel-cell electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2010,Campervans,Battery/Fuel-cell electric,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2011,Campervans,Battery/Fuel-cell electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2012,Campervans,Battery/Fuel-cell electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2013,Campervans,Battery/Fuel-cell electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2014,Campervans,Battery/Fuel-cell electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2015,Campervans,Battery/Fuel-cell electric,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2016,Campervans,Battery/Fuel-cell electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2017,Campervans,Battery/Fuel-cell electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2018,Campervans,Battery/Fuel-cell electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2019,Campervans,Battery/Fuel-cell electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2020,Campervans,Battery/Fuel-cell electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2021,Campervans,Battery/Fuel-cell electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2022,Campervans,Battery/Fuel-cell electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2023,Campervans,Battery/Fuel-cell electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2024,Campervans,Battery/Fuel-cell electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
Not stated,Campervans,Battery/Fuel-cell electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1901,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1902,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1903,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1904,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1905,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1906,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1907,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1908,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1909,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1910,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1911,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1912,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1913,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1914,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1915,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1916,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1917,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1918,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1919,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1920,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1921,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1922,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1923,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1924,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1925,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1926,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1927,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1928,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1929,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1930,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1931,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1932,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1933,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1934,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1935,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1936,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1937,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1938,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1939,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1940,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1941,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1942,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1943,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1944,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1945,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1946,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1947,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1948,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1949,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1950,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1951,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1952,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1953,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1954,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1955,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1956,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1957,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1958,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1959,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1960,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1961,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1962,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1963,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1964,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1965,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1966,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1967,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1968,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1969,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1970,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1971,Campervans,Other,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1972,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1973,Campervans,Other,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1974,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1975,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1976,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1977,Campervans,Other,6,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1978,Campervans,Other,5,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1979,Campervans,Other,7,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1980,Campervans,Other,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1981,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1982,Campervans,Other,4,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1983,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1984,Campervans,Other,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1985,Campervans,Other,7,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1986,Campervans,Other,8,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1987,Campervans,Other,4,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1988,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1989,Campervans,Other,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1990,Campervans,Other,4,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1991,Campervans,Other,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1992,Campervans,Other,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1993,Campervans,Other,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1994,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1995,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1996,Campervans,Other,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1997,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1998,Campervans,Other,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1999,Campervans,Other,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2000,Campervans,Other,4,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2001,Campervans,Other,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2002,Campervans,Other,4,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2003,Campervans,Other,4,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2004,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2005,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2006,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2007,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2008,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2009,Campervans,Other,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2010,Campervans,Other,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2011,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2012,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2013,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2014,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2015,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2016,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2017,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2018,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2019,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2020,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2021,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2022,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2023,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2024,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
Not stated,Campervans,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1901,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1902,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1903,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1904,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1905,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1906,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1907,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1908,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1909,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1910,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1911,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1912,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1913,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1914,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1915,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1916,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1917,Light buses,Petrol,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1918,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1919,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1920,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1921,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1922,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1923,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1924,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1925,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1926,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1927,Light buses,Petrol,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1928,Light buses,Petrol,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1929,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1930,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1931,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1932,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1933,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1934,Light buses,Petrol,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1935,Light buses,Petrol,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1936,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1937,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1938,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1939,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1940,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1941,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1942,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1943,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1944,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1945,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1946,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1947,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1948,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1949,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1950,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1951,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1952,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1953,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1954,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1955,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1956,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1957,Light buses,Petrol,5,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1958,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1959,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1960,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1961,Light buses,Petrol,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1962,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1963,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1964,Light buses,Petrol,5,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1965,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1966,Light buses,Petrol,4,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1967,Light buses,Petrol,4,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1968,Light buses,Petrol,4,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1969,Light buses,Petrol,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1970,Light buses,Petrol,6,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1971,Light buses,Petrol,7,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1972,Light buses,Petrol,4,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1973,Light buses,Petrol,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1974,Light buses,Petrol,10,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1975,Light buses,Petrol,14,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1976,Light buses,Petrol,10,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1977,Light buses,Petrol,10,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1978,Light buses,Petrol,4,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1979,Light buses,Petrol,6,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1980,Light buses,Petrol,10,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1981,Light buses,Petrol,10,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1982,Light buses,Petrol,16,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1983,Light buses,Petrol,13,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1984,Light buses,Petrol,29,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1985,Light buses,Petrol,27,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1986,Light buses,Petrol,14,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1987,Light buses,Petrol,15,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1988,Light buses,Petrol,32,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1989,Light buses,Petrol,35,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1990,Light buses,Petrol,42,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1991,Light buses,Petrol,40,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1992,Light buses,Petrol,41,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1993,Light buses,Petrol,73,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1994,Light buses,Petrol,74,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1995,Light buses,Petrol,121,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1996,Light buses,Petrol,117,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1997,Light buses,Petrol,148,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1998,Light buses,Petrol,198,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1999,Light buses,Petrol,217,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2000,Light buses,Petrol,310,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2001,Light buses,Petrol,203,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2002,Light buses,Petrol,297,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2003,Light buses,Petrol,392,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2004,Light buses,Petrol,196,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2005,Light buses,Petrol,523,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2006,Light buses,Petrol,824,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2007,Light buses,Petrol,753,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2008,Light buses,Petrol,850,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2009,Light buses,Petrol,622,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2010,Light buses,Petrol,693,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2011,Light buses,Petrol,761,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2012,Light buses,Petrol,505,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2013,Light buses,Petrol,473,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2014,Light buses,Petrol,572,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2015,Light buses,Petrol,606,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2016,Light buses,Petrol,476,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2017,Light buses,Petrol,474,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2018,Light buses,Petrol,582,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2019,Light buses,Petrol,148,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2020,Light buses,Petrol,10,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2021,Light buses,Petrol,16,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2022,Light buses,Petrol,8,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2023,Light buses,Petrol,7,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2024,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
Not stated,Light buses,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1901,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1902,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1903,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1904,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1905,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1906,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1907,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1908,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1909,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1910,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1911,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
